-573,-55,-688
-572,-57,-688
-571,-56,-688
-570,-56,-686
-570,-56,-687
-568,-56,-684
-569,-57,-683
-570,-58,-683
-570,-58,-685
-570,-58,-687
-571,-58,-686
-571,-58,-685
-572,-56,-685
-570,-55,-683
-570,-56,-685
-570,-55,-686
-569,-56,-684
-569,-56,-685
-568,-56,-686
-568,-57,-685
-569,-57,-686
-569,-56,-684
-569,-58,-686
-570,-58,-683
-570,-58,-684
-570,-56,-683
-570,-56,-685
-570,-56,-685
-569,-56,-685
-570,-55,-685
-568,-55,-686
-568,-56,-685
-568,-57,-686
-568,-57,-686
-567,-58,-683
-568,-58,-686
-571,-59,-686
-571,-58,-686
-571,-59,-685
-570,-57,-685
-571,-57,-685
-570,-57,-686
-570,-56,-685
-569,-55,-686
-570,-56,-685
-568,-56,-686
-568,-57,-686
-569,-58,-682
-569,-58,-685
-569,-59,-686
-571,-58,-684
-570,-58,-684
-570,-58,-686
-570,-56,-684
-569,-55,-683
-571,-56,-685
-572,-56,-686
-570,-56,-686
-570,-55,-686
-568,-57,-687
-569,-57,-686
-569,-58,-683
-570,-58,-686
-571,-59,-686
-570,-58,-686
-572,-59,-683
-573,-57,-685
-573,-57,-685
-571,-57,-684
-572,-56,-682
-570,-56,-687
-568,-56,-686
-570,-55,-685
-569,-57,-685
-570,-58,-686
-570,-59,-687
-570,-60,-688
-571,-59,-686
-571,-60,-687
-572,-59,-687
-572,-58,-686
-573,-58,-684
-572,-57,-687
-572,-57,-686
-571,-57,-686
-571,-57,-686
-569,-57,-687
-570,-58,-687
-568,-57,-687
-568,-59,-687
-570,-60,-686
-571,-58,-686
-572,-59,-687
-572,-59,-687
-572,-58,-686
-573,-57,-686
-572,-55,-685
-570,-57,-686
-570,-57,-686
-569,-56,-686
-570,-57,-686
-568,-57,-685
-569,-58,-687
-569,-58,-686
-570,-59,-687
-569,-58,-686
-571,-59,-686
-572,-58,-686
-572,-59,-687
-572,-57,-686
-572,-57,-685
-572,-56,-686
-570,-55,-686
-570,-56,-686
-569,-56,-687
-569,-57,-687
-569,-56,-686
-568,-57,-685
-568,-58,-686
-571,-60,-687
-570,-58,-686
-571,-58,-685
-572,-59,-686
-572,-58,-685
-571,-57,-685
-571,-56,-683
-570,-57,-683
-570,-57,-684
-569,-57,-686
-569,-56,-685
-569,-57,-685
-567,-57,-686
-570,-58,-686
-570,-58,-683
-570,-58,-685
-569,-59,-686
-571,-59,-685
-570,-58,-686
-572,-57,-687
-572,-56,-686
-570,-56,-686
-571,-56,-686
-570,-55,-686
-570,-56,-687
-570,-55,-687
-568,-56,-685
-568,-57,-684
-568,-58,-686
-569,-57,-686
-569,-57,-686
-570,-57,-686
-570,-59,-686
-571,-59,-687
-571,-58,-686
-571,-57,-685
-569,-56,-685
-570,-56,-686
-569,-56,-686
-570,-56,-683
-569,-57,-687
-568,-56,-683
-569,-57,-685
-568,-58,-685
-567,-59,-683
-570,-59,-685
-571,-58,-684
-571,-58,-682
-572,-57,-685
-571,-57,-685
-571,-57,-685
-571,-56,-686
-571,-55,-686
-568,-57,-684
-569,-57,-686
-569,-58,-686
-570,-58,-685
-570,-58,-687
-570,-59,-686
-569,-59,-686
-571,-58,-685
-572,-59,-687
-573,-57,-686
-572,-58,-683
-571,-56,-683
-570,-56,-682
-570,-57,-681
-568,-56,-682
-569,-57,-684
-569,-57,-682
-570,-58,-682
-570,-58,-686
-572,-59,-686
-572,-59,-687
-572,-59,-684
-572,-58,-686
-572,-58,-686
-572,-57,-683
-571,-56,-686
-570,-56,-686
-571,-56,-682
-570,-57,-684
-570,-58,-686
-570,-59,-686
-569,-58,-686
-572,-60,-682
-571,-59,-685
-573,-59,-685
-573,-57,-685
-572,-57,-683
-572,-57,-685
-572,-57,-684
-570,-57,-684
-572,-56,-683
-569,-56,-683
-569,-57,-683
-570,-58,-684
-571,-58,-686
-571,-58,-685
-572,-59,-686
-573,-59,-684
-574,-59,-687
-573,-57,-686
-573,-57,-686
-572,-56,-688
-571,-56,-685
-571,-57,-685
-570,-57,-687
-570,-58,-685
-570,-58,-685
-570,-57,-685
-571,-58,-686
-571,-58,-687
-573,-58,-686
-573,-59,-686
-572,-58,-687
-572,-56,-684
-572,-56,-683
-571,-57,-687
-570,-55,-684
-570,-57,-686
-569,-57,-686
-569,-58,-685
-570,-58,-685
-570,-58,-682
-570,-59,-685
-571,-59,-683
-571,-59,-683
-571,-57,-682
-573,-57,-684
-572,-57,-684
-570,-56,-685
-571,-56,-684
-570,-56,-685
-569,-58,-682
-569,-58,-686
-570,-58,-687
-571,-58,-687
-569,-59,-685
-571,-59,-686
-570,-59,-687
-571,-58,-687
-571,-56,-683
-570,-57,-686
-570,-56,-686
-569,-56,-686
-570,-56,-686
-568,-56,-686
-568,-58,-687
-569,-58,-685
-569,-58,-686
-570,-58,-684
-571,-59,-686
-571,-59,-685
-572,-58,-685
-571,-57,-687
-572,-57,-687
-572,-56,-683
-570,-56,-686
-570,-56,-685
-569,-56,-686
-569,-58,-687
-568,-57,-686
-568,-58,-686
-569,-58,-686
-570,-60,-686
-571,-59,-686
-570,-60,-686
-572,-58,-688
-572,-57,-685
-570,-57,-685
-571,-57,-687
-570,-57,-686
-570,-56,-686
-569,-57,-685
-569,-57,-685
-568,-58,-686
-569,-58,-685
-570,-58,-686
-570,-58,-686
-570,-59,-685
-571,-58,-686
-572,-57,-684
-571,-58,-686
-572,-57,-685
-570,-57,-686
-569,-57,-686
-569,-57,-682
-569,-56,-683
-568,-57,-684
-568,-59,-682
-568,-59,-685
-570,-59,-686
-571,-59,-686
-571,-59,-685
-571,-59,-684
-572,-57,-686
-572,-58,-686
-572,-57,-686
-570,-58,-685
-570,-57,-686
-570,-57,-685
-569,-56,-685
-569,-57,-686
-569,-58,-685
-569,-57,-683
-570,-59,-686
-570,-59,-683
-570,-59,-683
-571,-58,-682
-571,-57,-686
-572,-57,-684
-571,-57,-682
-570,-56,-682
-570,-56,-682
-570,-55,-683
-569,-57,-683
-570,-57,-682
-568,-58,-683
-569,-59,-682
-570,-58,-683
-571,-58,-682
-571,-59,-685
-572,-59,-685
-572,-58,-682
-570,-57,-682
-572,-57,-683
-569,-57,-683
-570,-56,-683
-569,-57,-685
-569,-57,-683
-569,-58,-683
-569,-59,-686
-569,-57,-685
-571,-60,-686
-571,-58,-686
-572,-59,-685
-572,-58,-686
-571,-57,-686
-571,-57,-686
-572,-56,-686
-571,-57,-684
-569,-57,-686
-570,-56,-685
-570,-57,-687
-570,-59,-686
-570,-58,-685
-570,-59,-686
-569,-58,-681
-571,-59,-683
-571,-59,-683
-571,-59,-682
-572,-58,-686
-572,-57,-686
-572,-57,-685
-570,-57,-686
-570,-56,-685
-570,-57,-686
-569,-58,-686
-569,-59,-686
-569,-58,-686
-570,-59,-686
-570,-59,-687
-570,-59,-685
-571,-59,-686
-571,-59,-686
-572,-57,-686
-570,-57,-687
-571,-56,-687
-570,-56,-686
-570,-57,-686
-568,-57,-685
-569,-58,-686
-570,-57,-685
-568,-58,-686
-570,-59,-687
-571,-59,-686
-572,-59,-687
-572,-58,-687
-572,-56,-687
-571,-56,-686
-572,-56,-687
-571,-57,-686
-570,-57,-687
-570,-57,-686
-568,-58,-687
-569,-59,-687
-569,-58,-685
-571,-60,-686
-572,-58,-686
-572,-59,-687
-572,-58,-687
-572,-58,-687
-571,-57,-686
-571,-57,-687
-571,-57,-686
-570,-56,-686
-569,-57,-687
-569,-59,-686
-569,-59,-686
-571,-58,-687
-572,-59,-686
-572,-59,-687
-572,-59,-686
-572,-58,-685
-572,-57,-686
-571,-57,-687
-570,-57,-686
-571,-56,-682
-570,-57,-682
-570,-58,-683
-568,-59,-684
-570,-59,-686
-569,-59,-685
-572,-60,-687
-571,-59,-687
-572,-59,-686
-572,-58,-685
-571,-57,-686
-571,-57,-686
-570,-56,-687
-570,-57,-686
-568,-56,-685
-569,-58,-686
-569,-58,-686
-569,-58,-686
-570,-60,-687
-571,-59,-686
-571,-59,-686
-572,-58,-688
-572,-59,-686
-572,-58,-686
-572,-57,-685
-572,-56,-686
-570,-57,-687
-569,-56,-687
-569,-57,-686
-569,-57,-686
-571,-59,-687
-568,-59,-683
-569,-60,-686
-570,-58,-686
-571,-59,-687
-571,-59,-686
-572,-57,-686
-572,-57,-687
-572,-56,-687
-571,-57,-684
-570,-57,-686
-570,-57,-686
-569,-57,-685
-569,-57,-685
-569,-57,-685
-569,-59,-687
-570,-59,-686
-571,-60,-686
-571,-59,-683
-571,-57,-683
-571,-58,-686
-572,-57,-687
-571,-57,-686
-570,-56,-685
-569,-56,-686
-570,-57,-685
-568,-58,-686
-569,-58,-686
-570,-58,-687
-570,-58,-684
-570,-58,-683
-571,-59,-682
-571,-58,-683
-572,-57,-683
-571,-57,-685
-570,-56,-686
-570,-57,-686
-570,-55,-686
-570,-56,-683
-570,-57,-684
-569,-57,-686
-570,-59,-685
-570,-58,-684
-570,-58,-685
-571,-59,-686
-571,-59,-686
-572,-59,-686
-572,-57,-687
-572,-57,-685
-571,-57,-686
-570,-57,-686
-570,-57,-686
-569,-56,-686
-568,-57,-688
-570,-58,-687
-569,-58,-686
-569,-58,-686
-572,-58,-687
-571,-58,-686
-572,-59,-686
-573,-57,-687
-572,-56,-686
-571,-56,-686
-571,-57,-687
-570,-56,-686
-570,-57,-687
-569,-56,-683
-569,-58,-687
-570,-59,-687
-570,-59,-686
-571,-58,-687
-572,-59,-686
-572,-59,-687
-573,-58,-686
-571,-57,-686
-572,-56,-688
-572,-57,-687
-570,-56,-687
-569,-56,-685
-569,-58,-686
-571,-57,-686
-570,-58,-684
-571,-58,-683
-571,-58,-684
-571,-59,-683
-572,-57,-683
-571,-58,-683
-573,-57,-682
-571,-57,-687
-572,-55,-682
-570,-56,-683
-570,-56,-682
-569,-56,-683
-569,-58,-682
